review_id,date_key,product_key,user_key,rating,helpful_vote,verified_purchase,has_images,is_positive,is_negative,review_ts,category
3e8115295410f360a99717850ffdf1a9,20210130,848759,519969,4.0,1,true,false,true,false,2021-01-30 05:45:03.202+07,All_Beauty
13651ebe36e99287ccede158c8da8390,20120504,11542,1594465,5.0,1,true,false,true,false,2012-05-04 19:42:04+07,All_Beauty
8ff854dcdb9cc2e64f09cce998c7bcbb,20200901,768586,194151,3.0,0,true,false,false,false,2020-09-01 07:23:25.045+07,All_Beauty
55fe40c1c96c50665974401db780c963,20190131,561266,877637,5.0,0,true,false,true,false,2019-01-31 04:51:18.423+07,All_Beauty
2a3cf4797ebbf370b387f723fcf1913f,20170126,15692,2548274,4.0,0,true,false,true,false,2017-01-26 03:10:50+07,All_Beauty
d8ca5b42860c844faa49a7e2cfc6dfe0,20230111,928646,307220,5.0,0,true,true,true,false,2023-01-11 03:44:34.048+07,All_Beauty
e3f011e9978e41db4c6e7eed37049330,20160926,162520,2914062,4.0,2,true,false,true,false,2016-09-26 03:02:14+07,All_Beauty
eaa3192d9bdd0889d19a51055bac73bc,20170110,175011,1415820,5.0,0,true,false,true,false,2017-01-10 02:54:12+07,All_Beauty
eb7249fb8dfc67d02d651c941c68fc22,20180301,376786,2206862,1.0,1,true,false,false,true,2018-03-01 05:36:42.029+07,All_Beauty
bb4edfcc22105b8576affef876eb25f3,20210514,812474,2152595,5.0,1,true,true,true,false,2021-05-14 02:56:41.219+07,All_Beauty
173fb515ad892d0e849f9994b8c60cc9,20200111,696395,2152595,4.0,0,false,false,true,false,2020-01-11 09:43:42.662+07,All_Beauty
0ad7c5924e14fe24c3351a0020a5c14f,20200526,387073,1734790,5.0,0,true,false,true,false,2020-05-26 07:23:44.079+07,All_Beauty
769df39b55b28039fa9a0de0b94d57b3,20190722,600310,2826018,5.0,0,true,false,true,false,2019-07-22 16:43:58.308+07,All_Beauty
e44cfa11773bac824e37a8a4aba4c448,20201211,766259,943808,5.0,0,true,false,true,false,2020-12-11 13:50:13.178+07,All_Beauty
6ad2850649735dfff5b0759e298cf227,20201202,767476,943808,5.0,0,true,false,true,false,2020-12-02 07:18:44.484+07,All_Beauty
32cbd8695622b67cca16197df43cd38a,20220916,490824,1819939,5.0,1,true,false,true,false,2022-09-16 01:10:37.77+07,All_Beauty
342952562552c107b053daf8e8ca5a17,20200813,769656,497288,5.0,1,true,false,true,false,2020-08-13 08:08:01.396+07,All_Beauty
1e124fd5dbbb42269d08e428e98c4906,20210124,320370,1612503,5.0,0,true,true,true,false,2021-01-24 01:47:28.28+07,All_Beauty
1652849505e2c6ad68c5ebc42cb5ef0d,20200713,301705,185607,5.0,0,true,false,true,false,2020-07-13 21:41:29.555+07,All_Beauty
2dfd29c22b9049bd34e3be65b50f076d,20200829,719252,656780,5.0,0,true,false,true,false,2020-08-29 07:33:12.534+07,All_Beauty
ea4f4f9671bd419bf35a70e006fdf1b2,20180912,504695,2806650,3.0,1,true,false,false,false,2018-09-12 21:51:24.999+07,All_Beauty
b19957b8d3fa3c50ed7ece5fae8e423a,20191216,536476,2347346,5.0,1,true,false,true,false,2019-12-16 03:24:41.646+07,All_Beauty
89f8bb8bf4f030cb291d9665312b1804,20201018,783885,367617,5.0,0,true,false,true,false,2020-10-18 05:29:40.815+07,All_Beauty
af86301d10e5ae9b107cf8ffc996a748,20191022,269791,367617,1.0,0,true,false,false,true,2019-10-22 05:53:09.011+07,All_Beauty
cbd67221457bed8bddbcf95e48a61757,20190615,557762,367617,5.0,2,true,false,true,false,2019-06-15 19:09:42.526+07,All_Beauty
b9990de2806648f8737eb1efb641dc2b,20201228,543408,2361675,2.0,1,true,false,false,true,2020-12-28 20:27:55.034+07,All_Beauty
dc0215c0f7b0ed2869276e2dbae9d4fa,20180331,433919,2785930,5.0,0,true,true,true,false,2018-03-31 04:22:31.147+07,All_Beauty
9aead43ff157ab5e8ab43f86a41e25c9,20150227,29657,2785930,5.0,0,true,false,true,false,2015-02-27 09:37:01+07,All_Beauty
8a3713751fc7ad2d1e56e35bfdb56f4d,20200321,655579,626397,5.0,0,true,false,true,false,2020-03-21 16:02:39.382+07,All_Beauty
42a88b7222d79c013fa529b6e8b81cff,20230321,996775,263250,5.0,0,false,false,true,false,2023-03-21 10:30:26.193+07,All_Beauty
956a2c85ba1e33eea7ef05a1566ef770,20181201,157950,1374798,3.0,0,true,false,false,false,2018-12-01 02:19:39.815+07,All_Beauty
7bfca418e8c2f8059400068a177288f1,20220514,705697,457816,5.0,0,true,false,true,false,2022-05-14 08:04:35.676+07,All_Beauty
ddea8f677bfcaed604023745666b5aef,20150820,585523,2094231,5.0,0,true,false,true,false,2015-08-20 07:33:42+07,All_Beauty
21be4d06fd123df6a2faf401bcd11be6,20190528,566852,436140,3.0,0,true,false,false,false,2019-05-28 17:45:58.176+07,All_Beauty
ef56052163c1a01bd261f6fc3e241e29,20190207,422017,366689,2.0,1,true,false,false,true,2019-02-07 06:08:07.427+07,All_Beauty
985a8cba7773f2857179618a31857820,20170225,295868,149436,5.0,0,true,false,true,false,2017-02-25 19:17:36+07,All_Beauty
052c0b9ea2fc1b0f197152c6d898a25e,20180622,466279,858155,5.0,0,true,false,true,false,2018-06-22 12:33:22.697+07,All_Beauty
adfb335db8a252f04c4aa67138738f09,20200223,650417,2172013,5.0,0,true,false,true,false,2020-02-23 13:04:08.189+07,All_Beauty
ac0729c3e57362e416219591d344f58e,20171109,170902,2274546,5.0,0,true,false,true,false,2017-11-09 03:26:35.953+07,All_Beauty
b8038f4274e3b5e612d3c953c5eac94e,20171109,83820,2274546,5.0,0,true,false,true,false,2017-11-09 03:24:53.485+07,All_Beauty
d960ca22e0b0a8d5a004334a3a576019,20210730,882826,1018232,1.0,0,true,false,false,true,2021-07-30 03:55:43.927+07,All_Beauty
df8844e217ef958acf4423bc0fa24287,20210625,695111,1880670,2.0,0,true,false,false,true,2021-06-25 04:46:16.619+07,All_Beauty
94986ad83f219864b39d0a28278fa4b6,20210624,317912,345415,5.0,0,true,false,true,false,2021-06-24 07:14:43.757+07,All_Beauty
eec0e37d8fcd806f540dcaa0eb41484a,20190504,395691,678144,4.0,0,true,false,true,false,2019-05-04 10:43:23.789+07,All_Beauty
b78933d10d534532aee82fcd3f32fa08,20170108,175541,2512309,5.0,0,true,false,true,false,2017-01-08 07:51:35+07,All_Beauty
2057f52df992f61120556d6ec6c49adc,20081130,4836,2641370,2.0,0,false,false,false,true,2008-11-30 01:36:13+07,All_Beauty
f4071cab60ecce3384f2ce70387fd2a7,20200207,447037,1311800,4.0,0,true,false,true,false,2020-02-07 22:03:02.375+07,All_Beauty
a4275a642890c1cf5d7bb802351aaafa,20200817,734356,1791065,5.0,0,true,false,true,false,2020-08-17 23:33:19.659+07,All_Beauty
b548c532eb5a067a000e8e8fb51a9689,20190823,530178,327217,5.0,1,true,false,true,false,2019-08-23 15:29:57.736+07,All_Beauty
11c056a5c7f8661b85c2cfdd66a2cd7e,20201030,998719,2636037,5.0,0,true,false,true,false,2020-10-30 14:38:04.968+07,All_Beauty
68e751867ace5d7645ffa4ffcbe19c79,20201030,749306,2636037,5.0,0,true,false,true,false,2020-10-30 14:35:52.053+07,All_Beauty
d031b3b09d8dc2e7e987741fe1550c2d,20170608,318213,1835885,5.0,3,true,true,true,false,2017-06-08 21:22:05+07,All_Beauty
68743565fda2ed1c8d10772b4890ccff,20200820,8250,2561798,5.0,0,true,false,true,false,2020-08-20 23:56:59.407+07,All_Beauty
7db9dd40e00af9efe5ada90c6ce852a5,20161025,194275,1963110,1.0,0,true,false,false,true,2016-10-25 03:35:29+07,All_Beauty
4f13657c11777a51bbe469a3d0313010,20200511,673025,1686334,5.0,0,false,false,true,false,2020-05-11 04:41:11.366+07,All_Beauty
5abec543c499fc20f74bd6ccf6d121a2,20210830,878708,2641836,5.0,0,true,false,true,false,2021-08-30 05:44:54.79+07,All_Beauty
417ccbdf62cfb80365d435bc4cb21cc3,20171110,209312,120406,5.0,1,false,false,true,false,2017-11-10 01:40:46.419+07,All_Beauty
b7a9af16e430fb691754bcb80beade3a,20211006,816001,94299,3.0,0,true,false,false,false,2021-10-06 23:34:35.903+07,All_Beauty
3f1d7f12315f8bc7e92581ded44d93a0,20181016,468761,576167,5.0,2,true,false,true,false,2018-10-16 16:51:27.868+07,All_Beauty
b5fe2efeed59a7e39ca0186aa4cc1ae9,20221206,895052,2152440,5.0,0,true,false,true,false,2022-12-06 13:56:18.125+07,All_Beauty
b71b05103f668a8b7668c14945fee474,20170125,254995,60062,1.0,1,true,false,false,true,2017-01-25 02:48:07+07,All_Beauty
